ticker,ep_id,start_ts_et,end_ts_et,n_comp_bars,spot_start,spot_end,datr14_prior,ema9_h,ema21_h,po,po_slope1,po_slope3,phase_zone,ema21_d,ema21_d_slope1,ema21_d_slope3
MSFT,MSFT-006,2025-07-29T09:30:00-04:00,2025-07-31T09:30:00-04:00,14,514.31,537.7001,6.482,512.6451,512.0664,16.403,17.624,27.312,neutral,502.2612,1.0249,3.3672
MSFT,MSFT-007,2025-08-08T15:30:00-04:00,2025-08-12T12:30:00-04:00,11,522.12,528.17,9.6703,522.0596,523.434,-19.413,1.867,9.495,neutral,514.2407,0.6859,3.3438
MSFT,MSFT-008,2025-08-15T14:30:00-04:00,2025-08-18T11:30:00-04:00,4,523.14,517.19,9.2571,523.5178,523.8723,-4.133,-5.738,2.761,neutral,517.6836,0.4876,2.0863
MSFT,MSFT-009,2025-08-21T15:30:00-04:00,2025-08-26T12:30:00-04:00,18,504.15,500.38,8.8641,505.7374,508.2337,-49.343,-6.388,6.498,neutral_down,516.0359,-1.0576,-1.8618
MSFT,MSFT-010,2025-08-29T15:30:00-04:00,2025-09-02T12:30:00-04:00,4,506.92,501.86,7.8868,507.8877,507.2357,8.557,-13.386,-7.042,neutral,511.6084,-0.1948,-1.7437
MSFT,MSFT-011,2025-09-04T09:30:00-04:00,2025-09-04T12:30:00-04:00,3,505.4802,506.75,7.6942,504.4824,504.783,2.663,6.563,17.023,neutral,510.1514,-0.476,-1.457
MSFT,MSFT-012,2025-09-04T13:30:00-04:00,2025-09-04T15:30:00-04:00,2,507.07,507.98,7.6942,505.8839,505.4425,20.783,2.91,2.09,neutral,510.1514,-0.476,-1.457
MSFT,MSFT-013,2025-09-05T09:30:00-04:00,2025-09-05T11:30:00-04:00,2,499.21,496.845,7.5018,504.9781,505.1737,-19.873,-45.784,-40.656,neutral,509.954,-0.1974,-1.2282
MSFT,MSFT-014,2025-09-09T15:30:00-04:00,2025-09-12T10:30:00-04:00,16,498.45,510.6709,8.2098,498.6917,499.3942,-14.783,0.55,-5.85,neutral,507.6554,-0.9405,-2.496
MSFT,MSFT-015,2025-09-16T15:30:00-04:00,2025-09-22T12:30:00-04:00,25,509.149,515.14,7.9638,511.5603,510.3932,-2.085,-14.81,-44.536,neutral,506.9802,0.847,0.7625
MSFT,MSFT-016,2025-09-24T09:30:00-04:00,2025-09-24T10:30:00-04:00,1,510.05,509.585,7.6859,510.6265,511.3687,-23.522,6.384,2.694,neutral,509.0513,0.0569,1.5487
MSFT,MSFT-017,2025-09-25T12:30:00-04:00,2025-09-29T11:30:00-04:00,13,507.97,515.26,7.5341,508.5989,509.5767,-23.346,0.001,-3.017,neutral,509.1357,0.0844,0.6789
MSFT,MSFT-018,2025-10-01T10:30:00-04:00,2025-10-06T10:30:00-04:00,21,514.55,523.7421,7.4718,515.0522,513.9011,12.255,-4.388,-30.709,neutral,510.4251,0.7515,1.4808
MSFT,MSFT-019,2025-10-08T15:30:00-04:00,2025-10-09T11:30:00-04:00,3,524.83,519.515,8.0936,524.4126,523.5679,15.598,2.722,-0.146,neutral,514.596,0.9374,2.9413
MSFT,MSFT-020,2025-10-09T14:30:00-04:00,2025-10-10T11:30:00-04:00,4,521.52,515.69,7.7912,521.3399,522.1213,-22.799,14.985,9.83,neutral,515.5264,0.9304,3.3539
MSFT,MSFT-021,2025-10-14T15:30:00-04:00,2025-10-20T13:30:00-04:00,26,513.71,517.64,7.9802,513.4907,514.7095,-13.311,1.417,10.204,neutral,515.5466,-0.1577,0.0202
MSFT,MSFT-022,2025-10-21T13:30:00-04:00,2025-10-22T09:30:00-04:00,3,516.015,523.465,7.8687,515.6378,515.1133,5.759,5.85,-6.773,neutral,514.9573,0.1873,-0.2733
MSFT,MSFT-023,2025-10-22T10:30:00-04:00,2025-10-22T11:30:00-04:00,1,522.75,523.005,7.7102,518.745,516.8395,62.629,7.123,47.279,distribution,515.213,0.2557,0.317
MSFT,MSFT-024,2025-10-22T13:30:00-04:00,2025-10-22T14:30:00-04:00,1,519.33,520.01,7.7102,519.6968,517.8362,33.582,-15.905,-29.047,neutral_up,515.213,0.2557,0.317
MSFT,MSFT-025,2025-10-23T09:30:00-04:00,2025-10-23T10:30:00-04:00,1,521.4051,523.1582,7.6966,520.2039,518.5425,31.699,3.001,-1.883,neutral_up,515.6918,0.4788,0.9218
MSFT,MSFT-026,2025-10-24T12:30:00-04:00,2025-10-27T09:30:00-04:00,4,523.785,533.27,7.5283,522.7735,521.227,35.23,-0.038,7.241,neutral_up,516.1371,0.4453,1.1798
MSFT,MSFT-027,2025-11-04T09:30:00-05:00,2025-11-04T10:30:00-05:00,1,514.63,513.32,9.9186,517.1022,520.6112,-45.562,-2.413,-0.182,neutral_down,521.7339,-0.4694,-0.5939
MSFT,MSFT-028,2025-11-04T11:30:00-05:00,2025-11-05T12:30:00-05:00,8,512.47,508.845,9.9186,515.5706,519.2685,-54.216,-3.986,-11.067,neutral_down,521.7339,-0.4694,-0.5939
MSFT,MSFT-029,2025-11-12T15:30:00-05:00,2025-11-13T15:30:00-05:00,7,511.409,503.276,9.4437,508.0104,506.1802,47.853,7.969,37.403,neutral_up,514.4355,-0.5615,-3.3424
MSFT,MSFT-030,2025-11-14T09:30:00-05:00,2025-11-14T15:30:00-05:00,6,505.4173,510.4,9.8473,505.9962,506.2035,-15.981,9.018,-11.883,neutral,513.1709,-0.9895,-1.8262
MSFT,MSFT-031,2025-11-17T09:30:00-05:00,2025-11-18T10:30:00-05:00,8,507.48,492.24,10.1553,508.5592,507.7201,11.025,-13.244,-9.894,neutral,512.919,-0.2519,-1.5165
MSFT,MSFT-032,2025-11-25T09:30:00-05:00,2025-11-26T11:30:00-05:00,9,468.38,486.8,11.1257,473.3566,476.978,-49.888,-16.082,-16.134,neutral_down,500.13,-2.634,-8.442
MSFT,MSFT-033,2025-12-02T11:30:00-05:00,2025-12-03T11:30:00-05:00,7,493.21,482.405,10.7804,489.5679,487.3783,44.807,15.413,29.257,neutral_up,495.5585,-0.8729,-2.4632
MSFT,MSFT-034,2025-12-05T15:30:00-05:00,2025-12-08T10:30:00-05:00,2,483.03,491.48,10.4044,481.3897,481.7141,8.812,7.695,16.519,neutral,492.333,-1.1513,-3.2256
MSFT,MSFT-035,2025-12-12T15:30:00-05:00,2025-12-15T11:30:00-05:00,3,478.35,474.4,10.0285,479.2641,480.8133,-28.642,0.813,2.838,neutral_down,489.7248,-0.6035,-1.7291
MSFT,MSFT-036,2025-12-16T14:30:00-05:00,2025-12-18T10:30:00-05:00,10,476.5365,487.65,9.7203,474.9513,476.3184,-10.475,12.974,21.646,neutral,487.4288,-1.2619,-2.8994
MSFT,MSFT-037,2025-12-22T13:30:00-05:00,2025-12-31T15:30:00-05:00,41,485.875,483.65,9.2165,485.2929,483.932,24.22,0.043,1.283,neutral_up,485.3773,0.0513,-1.0344
MSFT,MSFT-038,2026-01-06T15:30:00-05:00,2026-01-07T09:30:00-05:00,1,478.51,483.4,7.5948,475.4903,476.117,18.495,15.301,55.784,neutral,483.6433,-1.0723,-2.4753
MSFT,MSFT-039,2026-01-12T13:30:00-05:00,2026-01-13T10:30:00-05:00,4,479.14,468.74,7.9351,478.6306,478.6806,2.808,3.621,1.109,neutral,482.4277,-0.3178,-0.7489
MSFT,MSFT-040,2026-01-16T15:30:00-05:00,2026-01-20T13:30:00-05:00,5,459.87,453.1,8.3906,460.4584,461.9171,-18.045,-8.135,-4.509,neutral,476.9658,-2.0056,-4.9858
MSFT,MSFT-041,2026-02-02T15:30:00-05:00,2026-02-03T09:30:00-05:00,1,423.31,412.31,13.4372,426.0511,433.4008,-83.306,0.909,3.705,accumulation,464.2403,-3.388,-5.7363
MSFT,MSFT-042,2026-02-13T13:30:00-05:00,2026-02-23T10:30:00-05:00,32,403.03,386.561,12.9832,403.32,404.6928,-13.184,-1.571,19.925,neutral,431.6339,-2.9754,-8.4473
MSFT,MSFT-043,2026-03-02T09:30:00-05:00,2026-03-02T12:30:00-05:00,3,398.57,400.29,10.9767,395.7189,396.0224,-2.531,25.882,24.458,neutral,409.6563,-1.6926,-3.8278
MSFT,MSFT-044,2026-03-02T14:30:00-05:00,2026-03-02T15:30:00-05:00,1,397.24,398.37,10.9767,397.8401,397.1215,13.583,-12.418,-4.726,neutral,409.6563,-1.6926,-3.8278
MSFT,MSFT-045,2026-03-03T09:30:00-05:00,2026-03-03T12:30:00-05:00,3,393.77,404.59,10.9469,397.1108,396.92,-8.579,-21.083,-34.58,neutral,408.6303,-1.026,-3.6725
MSFT,MSFT-046,2026-03-06T09:30:00-05:00,2026-03-13T12:30:00-04:00,38,411.35,396.58,10.855,409.171,406.6123,41.739,2.437,7.269,neutral_up,408.1449,0.2455,-0.4854
MSFT,MSFT-047,2026-03-17T12:30:00-04:00,2026-03-18T12:30:00-04:00,7,399.81,392.74,9.1992,399.1491,399.6402,-3.105,5.39,-5.536,neutral,405.6227,-0.5663,-2.1597
MSFT,MSFT-048,2026-04-02T15:30:00-04:00,2026-04-08T15:30:00-04:00,21,373.5,374.3,8.8813,371.1771,369.4853,41.328,7.478,15.394,neutral_up,383.029,-1.3579,-5.4856
MSFT,MSFT-049,2026-04-09T09:30:00-04:00,2026-04-09T10:30:00-04:00,1,367.56,368.87,8.7947,372.8471,372.5342,-19.265,-30.131,-50.714,neutral,379.9315,-0.5632,-2.2312
MSFT,MSFT-050,2026-04-09T11:30:00-04:00,2026-04-09T12:30:00-04:00,1,371.31,371.875,8.7947,371.9033,372.1201,-17.229,9.14,-28.095,neutral,379.9315,-0.5632,-2.2312
MSFT,MSFT-051,2026-04-10T09:30:00-04:00,2026-04-10T11:30:00-04:00,2,372.95,372.19,8.6844,372.0964,372.0917,5.484,3.347,21.974,neutral,379.3023,-0.6292,-2.0148
MSFT,MSFT-052,2026-04-13T09:30:00-04:00,2026-04-13T10:30:00-04:00,1,377.48,380.39,8.4648,372.6343,372.2536,24.625,33.79,35.761,neutral_up,378.5357,-0.7666,-1.9589
MSFT,MSFT-053,2026-04-29T09:30:00-04:00,2026-04-30T09:30:00-04:00,7,425.21,401.65,10.2773,426.9044,425.4271,18.404,-20.543,-11.091,neutral,406.7577,2.2602,6.5354
MSFT,MSFT-054,2026-05-05T12:30:00-04:00,2026-05-07T10:30:00-04:00,12,410.145,424.55,11.1293,412.0509,413.508,-30.016,-0.689,-8.808,neutral_down,409.3299,0.437,0.9466
MSFT,MSFT-055,2026-05-14T09:30:00-04:00,2026-05-15T09:30:00-04:00,7,408.875,418.47,10.4714,406.3066,408.1787,-16.308,23.499,29.076,neutral,410.5455,-0.5466,-0.7434
MSFT,MSFT-056,2026-05-19T15:30:00-04:00,2026-05-27T15:30:00-04:00,35,417.6,412.69,10.9739,419.527,419.0543,-8.697,-4.509,-10.106,neutral,412.6081,1.1062,2.0626
MSFT,MSFT-057,2026-05-28T09:30:00-04:00,2026-05-28T10:30:00-04:00,1,425.2563,424.75,10.4275,415.9127,416.053,25.863,55.506,62.768,neutral_up,414.6022,-0.1912,0.3304
MSFT,MSFT-058,2026-06-24T12:30:00-04:00,2026-06-25T09:30:00-04:00,4,370.96,359.855,11.9964,373.1358,374.6698,-24.865,-11.976,-13.897,neutral_down,399.4792,-2.5574,-8.6815
MSFT,MSFT-059,2026-06-30T15:30:00-04:00,2026-07-01T10:30:00-04:00,2,372.83,386.72,13.7839,370.9717,369.7856,19.376,5.761,4.504,neutral,388.4838,-2.0004,-7.9018
MSFT,MSFT-060,2026-07-06T15:30:00-04:00,,-1,386.88,,13.1171,386.6119,384.7795,17.993,2.299,4.284,neutral,387.0586,0.2561,-1.4252
